,user,item,rating,review
662,183,86,5.0,"Own 2 now, really the All-Purpose cloth"
663,113,303,5.0,"Well, ? LOL"
664,37,156,5.0,The MacDaddy of String Winders
665,14,502,5.0,Excellent compressor
666,111,434,1.0,Adds lots of distortion; unworthy of the MXR name
667,23,604,5.0,Blows away the Snark
668,141,187,5.0,Review?  They're picks!
669,61,513,5.0,Grover tuners
670,93,801,5.0,Black strap.
671,156,392,5.0,"Works perfectly, solidly made, and strong grip"
672,30,673,5.0,Highly recommended.  Very good strings.
673,171,732,2.0,It doesn't totally suck
674,47,144,5.0,Most excellent
675,157,140,4.0,It works. Nice size
676,90,300,4.0,Great piece of gear to have on hand
677,154,25,5.0,They actually sound a little like the David Gilmour guitar tone!
678,9,622,4.0,"Good, but Not Identical to Gibson"
679,22,410,5.0,"Light weight, solid, effective"
680,57,673,5.0,D'Addario Strings Are My Favourites
681,1,424,5.0,It's an industry standard for a reason!
682,125,189,4.0,"Decent enhancement pedal, great price."
683,114,801,5.0,"Fantastic strap, best in it's price range"
684,173,423,5.0,"Herco, my hero!"
685,38,691,4.0,Functional; decent price
686,185,568,4.0,"WOw, wow wow, for ukulele.: but one caveat!"
687,0,298,3.0,it's OK
688,90,53,3.0,Pedal jumpers
689,14,33,5.0,Best value for money
690,85,166,4.0,for the budget....
691,136,618,5.0,I read the reviews before buying this pedal and the reviews were right on!
692,115,406,5.0,Great Microphone
693,174,672,5.0,worked great
694,121,226,4.0,Nice Leslie like effects
695,1,275,4.0,Cool novelty item that happens to be a halfway decent mini-amp!
696,94,96,5.0,Decent rosin for beginner
697,135,587,5.0,Fantastic
698,163,507,5.0,Great pedal cables with a splash of color
699,150,234,5.0,Great tuner - a must have.
700,175,600,4.0,"Price is very right,....only way to go when connecting effects pedals for guitar/bass."
701,104,210,2.0,cumbersome
702,173,629,5.0,"Wonderful and bright, did I say BRIGHT but NOT Hot"
703,62,438,4.0,"It's good, wish it had LED lights"
704,99,307,4.0,pretty good
705,180,65,5.0,It's a Hercules Clip...Enough Said!
706,152,362,3.0,functional if not exciting
707,79,442,5.0,Good price and quality
708,96,556,3.0,OK
709,147,538,5.0,"Good cable, no issues"
710,160,688,4.0,Can't go wrong for the price!
711,95,273,5.0,Great in certain areas!
712,58,449,5.0,Korg Beat Boy!
713,37,522,5.0,Snark SN-1 Tuner
714,176,704,3.0,"Hefty, well built"
715,139,495,5.0,Great But Consider The Best Size For Your Needs
716,38,639,5.0,Nice build; Should last a while
717,5,637,4.0,Good grip without any slippage
718,94,29,5.0,nice picks
719,23,120,4.0,Better than butterflies. Clip off the pin!
720,120,302,5.0,Nice Comfortable Strap
721,85,501,5.0,great piece!!
722,55,183,5.0,Best blues pedal out there....period!
723,37,340,5.0,Smooth & Silky
724,6,733,4.0,Does the job
725,132,596,5.0,Great Little Tuner
726,63,637,5.0,"longer than a Kyser, easy to use"
727,138,164,5.0,Pretty Good Harmonica!
728,179,37,5.0,Nice upgrade to an after market switch.
729,57,667,5.0,Microphone Stand Tablet Mount
730,137,86,4.0,Good item.
731,80,716,5.0,I have 4 of these and they work great for my guitars
732,50,733,5.0,These have always worked flawlessly for me.
733,49,603,5.0,Good tool.
734,182,214,5.0,Great product
735,158,20,5.0,Good uke picks
736,137,507,4.0,GOOD ASSORTMENT
737,155,404,5.0,Very deep overdrive
738,147,205,3.0,"Good, not great"
739,183,555,2.0,Hasn't made things any easier
740,103,537,5.0,Excellent Product
741,38,789,5.0,Love this little device!
742,87,643,5.0,Great product
743,66,86,5.0,Quality cloth
744,26,473,5.0,"The tone you want, for cheap!"
745,170,673,5.0,My favorite for acoustic guitar.
746,164,466,5.0,Best deal I can find anywhere
747,118,109,5.0,Nice fat overdrive
748,105,464,3.0,"Bulk Picks, Legacy Not Alice"
749,137,765,5.0,Great Stand
750,1,737,5.0,Affordable vintage tube amp with some modern flexibility
751,36,85,5.0,Cuts volume in half
752,48,598,5.0,All You Need To Keep Your Guitar Clean
753,25,53,5.0,Great for connecting effects pedals.
754,161,28,5.0,Wall Mount Insturment Hanger-Dynomite and reasonable priced
755,92,522,5.0,great tuner
756,86,624,4.0,Good Mic
757,76,334,5.0,A must have for all Strat type electrics
758,89,271,4.0,I'm not so sure now that I have it (a new iMac user's perspective)
759,111,362,5.0,BUY ONE NOW
760,121,583,5.0,Works great for the number and size of pedals
761,31,157,5.0,I may be a convert!
762,70,579,5.0,I dig this
763,178,555,4.0,Works well
764,11,378,4.0,Interesting strings
765,155,417,5.0,Fast and accurate
766,96,294,5.0,Real Nice.
767,162,481,5.0,Five stars for value and playability
768,179,198,5.0,Perfect! I should've been using this stuff years ago. Thanks.
769,1,277,5.0,"Easy to install, looks great"
770,122,591,5.0,good replacement for acoustic oem pins
771,28,522,5.0,Amazing Tuner
772,19,353,5.0,"Good quality, good price!"
773,104,654,5.0,great strings
774,88,185,4.0,A great 'storage' and gig case
775,165,228,5.0,Great little tube amp
776,110,410,3.0,OK
777,55,503,5.0,Great quality
778,8,518,5.0,Insanely good pedal.
779,51,23,1.0,Pedal is not working
780,172,155,4.0,nice sounding reverb with a few quirks
781,162,405,5.0,Solid construction and ergonomically sound
782,80,15,5.0,its a slide...works fine
783,158,524,5.0,Fabulous for all uses
784,163,98,3.0,Nice tuner; annoying metronome
785,135,509,5.0,Neat
786,109,223,5.0,"Great, Inexpensive, Functional Stand !"
787,45,522,5.0,Best headstock tuner ever!
788,152,608,5.0,"Great fun, versaitile and fairly simple"
789,179,213,5.0,Excellent choice. new favorite.
790,147,666,3.0,"Not bad at all, but not for me"
791,126,30,5.0,This is a good stand
792,142,363,5.0,Surprisingly good!
793,0,418,5.0,What a Boss!
794,151,329,5.0,The Yellow pedal everyone should have.
795,36,774,5.0,Solid Construction - Works well
796,99,726,4.0,works ok
797,74,691,5.0,The Little Go-To Lifesaver
798,18,238,5.0,Use it every week
799,173,235,3.0,Think I would go with a different brand..
800,51,339,5.0,Behringer US600 Ultra Harmonist/Shifter Pedal
801,160,667,4.0,"works well, but bulky"
802,112,610,5.0,very nice case...like the compartment
803,27,54,5.0,Perfect for a JamHub System
804,111,352,5.0,AMAZINGLY GOOD
805,161,294,5.0,"Huge Amp mode effect, minor cost."
806,92,384,5.0,perfect picks
807,136,155,5.0,I miss the old spring reverb but this pulls a close 2nd!
808,28,51,4.0,Seems like it works but...
809,101,184,5.0,Finally: The Capo I have been waiting for!
810,146,332,5.0,Great
811,48,255,5.0,Great Casters....My Back Appreciates Them (For The Most Part)
812,79,521,5.0,Great product and price
813,104,73,5.0,Great Little Amplifier!!!
814,85,104,5.0,awesome!!!!
815,178,621,5.0,I looked at a lot of different straps
816,137,132,5.0,PERFECT!
817,80,542,5.0,nice alternative string;  very easy to play
818,134,532,5.0,Very Nice Picks
819,0,541,5.0,Good Cables
820,178,572,5.0,A great gadget for your Guitar or Ukulele
821,8,80,5.0,Feels and plays great.
822,14,788,4.0,Does what it should
823,44,365,5.0,Works like the real thing
824,92,497,5.0,Short Plug
825,82,332,5.0,Planet Waves 9V Power Adapter
826,148,698,4.0,Nice Picks
827,144,794,5.0,Good cables for the price
828,79,439,4.0,Nice vocal mike
829,60,509,4.0,"Very Good Tuner, A Couple of Quirks"
830,184,673,5.0,Wow - easy on my fingers!
831,128,537,5.0,Does the job and pretty well too!
832,155,162,5.0,Very Cool
833,9,608,5.0,Best Delay Pedal For The Money - Ease of Use Live!
834,46,664,5.0,Hall-a
835,104,264,5.0,Strap locks are nice
836,32,772,5.0,Perfect
837,155,655,5.0,A surprising digital effect
838,167,704,5.0,for the fender dude
839,123,715,5.0,Perfectly Adjustable
840,42,769,4.0,"Great value, good pedal"
841,4,753,5.0,"Nice sound, good ""Ring"""
842,143,491,4.0,"Great Price, does the job"
843,27,568,3.0,Not Enough Pressure For A Mandolin
844,82,638,5.0,"DiMarzio 2"" Nylon ClipLock Guitar Strap Black"
845,55,41,5.0,Still going
846,92,268,5.0,Great Stand!
847,47,705,1.0,Received half a stand
848,155,637,5.0,Great Guitar Capo
849,97,479,5.0,Don't buy this pedal if......
850,50,346,5.0,I have more AMPS than most people have TV's.
851,3,167,4.0,Almost 5-Stars for the Price
852,23,208,5.0,Perfect for smaller bout hollow and semi-hollow guitars
853,127,166,3.0,It's ok.
854,98,51,5.0,Simple and Easy
855,45,772,5.0,You'd be hard pressed to find a fault with these.
856,117,673,5.0,Yep these are my go to strings.
857,101,292,5.0,The Best I Have Ever Used! These really ARE different and better.
858,178,788,5.0,Works great...
859,7,254,5.0,fender gross of picks
860,134,748,5.0,Nice Strings - Great Price
861,68,292,5.0,"A little skinny for me, but the quality is undeniable"
862,161,670,5.0,"5 plugs, 1 power source...this is a good thing"
863,90,706,4.0,The old stand by
864,123,499,5.0,Works Good
865,54,670,5.0,This...
866,109,245,5.0,Works Great !!!
867,95,86,5.0,Gets the job done
868,13,772,5.0,"Easy to install, does the job"
869,19,103,3.0,Don't fit on my Indonesian Squier Strat
870,96,730,3.0,OK
871,153,518,5.0,great EQ for the price
872,51,709,5.0,Ernie Ball 2223 Super Slinky Electric Strings - .009-.042
873,138,326,5.0,Dependable Instrument Cable
874,57,48,5.0,Planet Waves Guitar Headstand
875,138,519,5.0,Excellent Ernie Ball Guitar Strings
876,7,473,5.0,"Joyo JF-01 ""Vintage Overdrive"""
877,7,295,1.0,Yorozuya Yokoshima
878,19,792,5.0,Improved the sound of my Squier Strat!
879,56,560,4.0,"Solid, compact, and works well."
880,171,357,2.0,Bare Minimum
881,127,604,3.0,Pretty Basic
882,47,515,5.0,"Excellent design, simple solution for those who hate strap locks"
883,166,321,5.0,Great for PC's TOO!
884,128,565,5.0,Good Mic overall for the price
885,184,376,5.0,Great pedal for home studio
886,4,326,5.0,Good Cable
887,165,786,4.0,just what you pay for
888,104,193,4.0,nice harmonica...
889,105,553,5.0,Good Patch Cables - Highly Recommended
890,1,91,3.0,Durability Issues with Potentiameter
891,181,214,5.0,So glad I listened to recommendations for this product
892,49,231,5.0,Good amp.
893,73,466,5.0,Five Stars
894,137,617,3.0,Takes getting used to.
895,141,788,3.0,"If you like spring loaded coin holders, you'll like this.."
896,22,194,5.0,Quick and accurate
897,65,676,4.0,Solid Product
898,174,621,4.0,worked good
899,121,311,5.0,Tiny but projects well
900,9,133,4.0,Works Fine & Much Better Than Nothing!
901,154,148,3.0,"Guardian?  Well, it is padded..."
902,64,103,5.0,Keeps you in tune
903,23,552,5.0,Best strings for parlor size or travel acoustics
904,44,633,5.0,"""As expected"" is a good thing"
905,172,109,5.0,great distortion
906,53,54,5.0,This product ships as expected
907,88,262,5.0,A must-have for difficult mic placements
908,24,223,4.0,"Works, but careful"
909,177,432,5.0,Warm and articulate with pleasant distortion
910,64,466,5.0,Great strings at a great price
911,76,342,5.0,Perfect for my custom build
912,80,91,5.0,I love it.  works great.  so many possibilities
913,84,455,4.0,BLOW HARD!!
914,66,101,4.0,I thought they would be better
915,122,253,5.0,affordable and well made
916,7,529,5.0,Danelectro D-2 Fab Overdrive Effects Pedal
917,39,706,5.0,Industry Standard
918,33,480,4.0,Taylor Made
919,79,473,5.0,Awesome price and deal
920,79,80,5.0,Nice guitar
921,27,261,5.0,Plug and Play Simple - For Most Microphones
922,187,747,3.0,ehhhh
923,124,143,5.0,Industry Standard
924,157,675,2.0,Heavy
925,73,326,5.0,Very underrated cable
926,126,504,4.0,It's cool
927,172,582,5.0,Great vibe pedal
928,27,536,5.0,Great Strap - Great Price
929,63,457,4.0,Fits my Dot (with Bigsby) just barely
930,155,120,5.0,Great acessories
931,79,482,3.0,Didn't work out for me
932,75,788,4.0,I like the Planet Waves pick key chain more
933,139,509,3.0,"Detects Pitch Well, But Could Be Friendlier to Use"
934,26,129,4.0,"well, they're springy"
935,48,475,5.0,Super Tube!
936,78,148,5.0,"Nicely made, great value for my Seagull Entourage Rustic"
937,6,295,5.0,Five stars for this amout of joy for so few dollars
938,134,251,5.0,"Simple, Well Built, Works"
939,158,47,5.0,"Bright, stays put"
940,152,772,4.0,"Does NOT fit Gibson SG, Fender Strat seems good"
941,85,508,5.0,more than satisfied!!!!
942,144,615,4.0,Works as it should; for the person on a budget
943,71,140,4.0,pop filter
944,140,120,4.0,Nice
945,94,788,5.0,neat little item
946,28,456,5.0,Good for an entry-level mic
947,91,348,5.0,i love this guitar!!!!!!!!!!!
948,22,345,5.0,Works well
949,60,322,5.0,"Deservedly Long History, But With a New Twist"
950,76,233,5.0,GREAT upgrade for my Yamaha 700 acoustic
951,9,218,4.0,Good Value & Price - Lifetime Warranty
952,14,49,5.0,Has replaced my guitar stand!
953,82,655,5.0,Line 6 M5 StompBox Modeler
954,134,283,4.0,Good Value
955,105,522,5.0,"Works Well, Easy To Use - Highly Recommended!"
956,158,764,4.0,Almost perfect
957,88,163,5.0,Great budget case for Les Paul style guitars.
958,112,392,2.0,its been a while
959,182,697,5.0,Snug Fit
960,165,234,5.0,gold standard
961,158,41,5.0,Does what it's supposed to do
962,128,2,4.0,"Good capo, but the clamp tension products are a bit more convenient"
963,89,237,4.0,"A trade-off, but possibly a better traveling companion."
964,93,61,4.0,Purple and Red had a baby?
965,37,61,5.0,Ernie Ball Gray Polypro Strap
966,161,13,5.0,Made in USA
967,46,50,5.0,Nice and Slinky
968,79,164,5.0,Nice sound and quality
969,26,585,5.0,Glad I got these in time.
970,96,555,5.0,Nice
971,130,331,4.0,Okay Strings for folk guitar
972,165,197,5.0,"Does the job nicely, I use these for me guitar thats set ..."
973,182,219,5.0,Magic Spray!
974,69,25,4.0,I give it 4 stars
975,75,102,5.0,One of life's guilty little pleasures
976,118,715,5.0,Works Like A Charm
977,93,466,5.0,Color coded.
978,153,329,4.0,Good value and works well with solid state and valve amps
979,169,575,4.0,Best under $100
980,155,710,5.0,Powerful delay machine
981,81,420,5.0,Better than the re-issue...
982,2,575,5.0,What a great sound!
983,170,94,4.0,Easy to use.
984,93,197,4.0,Heavy...
985,185,416,5.0,Wonderful Italian made strings
986,34,89,5.0,I only use Dunlops
987,89,293,4.0,Zoom on over to the Sony PCM-50 for a long-term investment
988,92,267,5.0,Beginner Amp
989,109,354,5.0,Outstanding Product !!!  (See Uploaded Pic on Product Page)
990,135,629,5.0,Nice bright light
991,105,407,5.0,Great Quality - Highly Recommended
992,30,325,5.0,Awesome little amp
993,93,326,4.0,5ft cable.
994,104,280,5.0,good strings
995,162,749,5.0,Perfect for heavy gigging schedules (including touring)
996,10,215,5.0,MXR 6 Band Graphic EQ Pedal - Great effect!
997,0,773,5.0,Most incredible pedal ever!
998,167,587,3.0,They were strings...
999,31,609,2.0,Not enough gain
1000,13,580,5.0,Great value
1001,163,30,5.0,DW doesn't mess around
1002,1,642,5.0,Finishing touch to a professional sound (at a less-than-professional price)
1003,153,62,5.0,The classic Boss distortion pedal for $40
1004,88,49,3.0,Not as helpful as it would appear to be
1005,176,772,4.0,Better than Fender's strap locks
1006,60,210,3.0,There Are Better
1007,89,651,4.0,Good enough for professional use
1008,185,789,5.0,"Newbie, worked fine."
1009,98,555,5.0,A Handy Gadget
1010,74,676,4.0,Perfect For A Pedalboard Setup
1011,179,664,4.0,Best deal in the world. Great product.
1012,135,775,5.0,Outstanding
1013,124,633,1.0,Use a smartphone
1014,135,480,5.0,"they sound great, feel great"
1015,155,670,5.0,Well build
1016,32,373,5.0,What I expected.
1017,52,112,2.0,ok at best
1018,167,103,5.0,Tele replacement tuners
1019,92,298,3.0,Adequate
1020,1,37,5.0,Functions great on Strats and similar guitars!
1021,162,798,5.0,Perfect for musicians on stage and in the studio
1022,76,555,5.0,fantastic tool
1023,163,597,5.0,Sustaining quality
1024,154,572,5.0,Works as Advertised
1025,126,94,4.0,Pretty decent
1026,153,575,5.0,Classic distortion and overdrive blended together...
1027,50,309,4.0,Great Pedal but YOU WILL need a noise gate.
1028,10,580,5.0,Very effective and inexpensive product to connect your pedals
1029,6,329,4.0,Nice pedal !
1030,33,92,3.0,Average Quality
1031,183,223,5.0,All purpose stand - best bang for the buck
1032,44,597,5.0,Great feel and stays in place
1033,106,512,5.0,"Works well, no problems"
1034,79,354,5.0,Good wall hanger if you want to hang a couple guitars
1035,99,497,5.0,works great so far
1036,135,727,5.0,And then there was light
1037,43,770,5.0,Nice Bench!
1038,90,249,4.0,Inexpensive decent quality durable
1039,147,15,5.0,Perfect
1040,39,546,5.0,Pure Nickel Bullets
1041,158,117,5.0,Consistent and good-sounding
1042,73,691,5.0,Holds my picks but if i move it to another ...
1043,131,673,5.0,Five Stars
1044,174,713,5.0,alittle thick
1045,131,510,5.0,Five Stars
1046,126,560,4.0,Good stand
1047,101,493,5.0,They sound lovely on my Taylor 355 12-string
1048,147,522,5.0,Wow! Great tuner!
1049,45,751,5.0,This microphone Rocks!
1050,129,557,5.0,Impressive Amp
1051,162,746,4.0,Look before leaping
1052,164,553,4.0,They work
1053,131,715,3.0,Three Stars
1054,156,117,5.0,"Brilliant, well-made, easy to use great sounding strings"
1055,88,525,5.0,"A good, well-priced product."
1056,20,458,5.0,Flat out great headphones
1057,59,62,5.0,Classic pedal and a must have for anyone who plays electric!
1058,23,119,5.0,Installed on SX Traveller
1059,172,562,5.0,fulltone ocd clone
1060,139,210,2.0,Bizarre Variant of the older Planet Waves Tri-Action Capo
1061,53,296,5.0,ships mostly as expected
1062,54,79,3.0,Great...
1063,121,440,5.0,The ideal stand
1064,53,396,4.0,ships as expected
1065,59,562,4.0,Can't be beat for the price!
1066,96,666,4.0,Good grip
1067,30,493,3.0,Honesty is the first key in marketing
1068,1,109,4.0,"Extremely high output distortion pedal, great value for singing lead tones and endless sustain!"
1069,124,754,4.0,Get a tube
1070,145,19,3.0,It's decent
1071,6,723,2.0,Does the trick- just barely...
1072,172,692,5.0,best cable for the money
1073,127,91,5.0,good
1074,137,366,5.0,GOOD CORD
1075,76,337,5.0,great strap for the price
1076,112,187,4.0,good picks
1077,163,477,3.0,"Good, but limited functionality"
1078,144,712,5.0,Easy to use
1079,12,137,3.0,Using it for Danelectro Mini Amp
1080,32,541,5.0,Works for me.
1081,80,673,4.0,average to me
1082,24,80,4.0,great starter that grows with you
1083,91,648,5.0,WOW!!!!!!!!!
1084,129,170,4.0,I'd Probably Buy These Again
1085,145,703,5.0,Great mixer for the home recording enthusiast!
1086,122,789,5.0,"Easy to use, Accurate, convenient, handy"
1087,86,511,5.0,Just What I Needed
1088,185,165,5.0,Ukulele
1089,135,555,2.0,"OK, but!"
1090,27,201,2.0,Non-Functional
1091,143,319,5.0,Great Strings!
1092,36,667,5.0,Very Well Made
1093,61,279,5.0,Simply the best guitar jacks around
1094,72,227,4.0,good tone
1095,74,549,4.0,"For A Medium Pedal Array, This Is The One To Get"
1096,48,593,3.0,Fantasic stand but.....
1097,135,94,5.0,Super nice
1098,185,65,5.0,Owned at least four of these.
1099,79,78,1.0,I have bought many cables and this one is the only one that gives me problems
1100,115,61,5.0,Great buy
1101,174,628,5.0,Love the snark
1102,170,522,1.0,Might have been a good one.
1103,45,401,4.0,Buy these. They are really good.
1104,180,27,5.0,Performs as advertised
1105,7,478,5.0,snark sn-8
1106,86,597,3.0,First One Didn't Work Very Long
1107,119,487,4.0,excellent for the money
1108,168,50,4.0,"Great strings, only minor problems"
1109,151,380,5.0,Its Affordable and it works.
1110,139,601,4.0,Consider Your Setup and How You Like to Work
1111,128,293,5.0,This thing is awesome!
1112,10,135,5.0,Best pick ever!
1113,173,621,5.0,Perfect for small instrument
1114,170,789,5.0,This is a good one.
1115,155,545,2.0,There are better choices
1116,180,600,5.0,Great cables
1117,9,209,5.0,Great Tremolo from Boss
1118,136,81,5.0,Found!
1119,1,797,5.0,"Reissued vintage circuit, somehow stands out as ""unique"" overdrive"
1120,74,315,2.0,Why No Protective Covering For The Back Plate???
1121,16,690,3.0,"Awkward to use, overpriced for tuning a guitar"
1122,22,273,3.0,"Grip is nice, but a thinner pick worked better for me"
1123,41,10,5.0,Great Quality/Price & Looks Amazing
1124,74,440,2.0,"Guitar Leans Back Way Too Far, Ends Up Taking Up Too Much Space"
1125,81,62,2.0,Wish I knew then what I know now...
1126,1,45,5.0,"Awesome Marshall tone from a product that says ""Vox"" on it!"
1127,120,17,5.0,Nice Strap
1128,159,99,5.0,Great picks - love the turtles
1129,61,539,5.0,It works great!
1130,37,789,5.0,My personal favorite!
1131,54,137,5.0,This...
1132,112,693,4.0,works well have one on every toy in the closet
1133,8,665,5.0,Just what you needed.
1134,158,466,5.0,A great gauge for larger frets
1135,51,85,5.0,Glaesel Violin Ultra Practice Mute
1136,129,598,5.0,Excellent Product
1137,21,656,3.0,Nicely made but way too short
1138,74,388,4.0,This Is Definitely The One To Get
1139,110,797,3.0,Meh
1140,23,592,3.0,Not as good as my used Yamaha FGX730SCA (FG730S)
1141,46,537,5.0,Polish that Axe
1142,117,202,5.0,Excellent for pedal board
1143,10,603,5.0,Very useful and quite educational
1144,162,161,5.0,Rock solid and convenient
1145,55,201,5.0,Killer pedal at a killer price
1146,56,509,4.0,"Quick, acurate, high resolution, and out of the way"
1147,14,102,5.0,My favorite pick!
1148,79,69,5.0,Good stand and a good price
1149,105,121,5.0,Very Impressed - Highly Recommended
1150,131,387,5.0,Five Stars
1151,6,189,4.0,Great slap back for a great price
1152,169,481,2.0,Stays in tune better
1153,105,295,5.0,Cool Distortion Effects - Highly Recommended
1154,150,673,4.0,"Good strings, nothing more, nothing less"
1155,12,633,4.0,Good sound but Bulky!
1156,87,436,5.0,great bass tones!
1157,60,599,5.0,Outstanding Cable!
1158,86,657,5.0,Good Amp For The Money
1159,85,263,5.0,unbeatable!
1160,8,347,5.0,Cheap.
1161,135,385,5.0,Sweet
1162,80,77,5.0,good pics.
1163,123,722,5.0,Awesome Pedal
1164,62,401,5.0,They sound good
1165,61,81,3.0,Not for all guitars...
1166,175,206,5.0,Just the string type for me
1167,187,123,5.0,awesome
1168,30,533,5.0,Works for me
1169,82,187,5.0,Great picks
1170,148,497,4.0,Works for Me
1171,68,596,4.0,"Works well, but a little slow"
1172,111,26,4.0,NOT 20 feet; about 6.5 feet instead; maybe that matters
1173,78,526,5.0,This is just what I was looking for!
1174,123,493,5.0,Good string
1175,153,86,5.0,good cloth to store in cases
1176,22,94,5.0,I'm pleased
1177,178,43,5.0,This is a very comfortable strap.
1178,152,53,4.0,"works fine, inexpensive"
1179,166,716,5.0,CHEAP BUT NOT CHEAP.
1180,129,610,5.0,An Affordable Quality Product
1181,187,96,5.0,awesome
1182,94,555,5.0,does what it says
1183,141,555,4.0,"Works well, but not perfect.."
1184,40,532,5.0,Love them
1185,179,800,5.0,great picks.
1186,74,287,4.0,Very Solid Little Board For Minimal Pedal Setup
1187,35,691,5.0,Great product
1188,90,281,3.0,It still worked fine when I sold it
1189,117,727,5.0,A wonderful light for the music stand
1190,112,345,4.0,love it..
1191,101,657,5.0,A Nice Smooth 15 Watts!
1192,119,536,3.0,You get what you pay for.
1193,106,411,4.0,Excellent for the price but still a budget case
1194,107,267,4.0,I like this very much.
1195,130,596,5.0,Great
1196,119,694,5.0,I have used for years
1197,126,535,5.0,Let the groove begin
1198,6,176,5.0,So far so good.  Will revisit at the 6 month mark ;)
1199,83,728,5.0,Great
1200,151,425,5.0,carbon copy
1201,87,297,5.0,Good product!
1202,52,702,4.0,looks cool
1203,162,382,5.0,One of the best instrument cables within the brand
1204,4,493,2.0,Not up to Par
1205,125,557,5.0,The perfect amp for small venues and of course your home.
1206,130,61,5.0,Just what I was looking for.
1207,91,801,5.0,planet waves guitar strap
1208,93,619,3.0,Not for side by sides.
1209,137,223,5.0,GREAT STAND
1210,133,294,5.0,Fix that analog junk distortion
1211,112,29,4.0,what can i say
1212,141,88,5.0,Nice assortment of picks..
1213,22,51,5.0,It just works
1214,10,74,5.0,Best velcro out there!
1215,69,206,5.0,Excelent tone
1216,98,182,5.0,"Solid Item, works well"
1217,18,574,3.0,Decent quality but stiff
1218,162,744,5.0,Outstanding value
1219,123,269,3.0,Not sticky enough
1220,147,437,4.0,Good enough
1221,76,374,5.0,very nice cable
1222,65,94,3.0,OK
1223,58,520,4.0,Oh for better eye sight!
1224,74,674,4.0,"Tried And True, And An Excellent Value Through Amazon"
1225,161,277,5.0,Fender Neck Plate
1226,112,788,5.0,works ad adverstised
1227,109,676,5.0,Exactly What I Needed to Clean-Up a Mess of Cords
1228,112,691,4.0,happy with purchase
1229,2,650,5.0,Perfect for amp recordings and ambient mic
1230,123,522,5.0,Awesome
1231,73,257,5.0,amazing cheap solution
1232,175,537,5.0,You'll be glad to use this on your instrument
1233,162,28,5.0,Amazing deal and they are decent quality
1234,52,158,5.0,blues
1235,49,359,5.0,Awesome case.
1236,115,64,5.0,Works Just Like It's Advertised
1237,175,287,5.0,I finally found just the right unit for my music equip needs
1238,102,48,4.0,Works fine for the price
1239,45,566,5.0,The best value in my studio. Perfect for the budding guitarist or bassist. Unless he's doing drop tuning.
1240,80,802,4.0,great for those private moments
1241,45,69,4.0,Works really well.
1242,0,742,5.0,Incredible
1243,95,758,5.0,Works really well!!
1244,175,484,4.0,"Good product, but be careful...."
1245,72,153,2.0,rust easily
1246,29,716,4.0,On Stage Guitar stand
1247,60,337,5.0,Great Value
1248,117,27,5.0,Just another thing to make my travels easier.
1249,68,353,5.0,Perfectly good speaker cable
1250,161,142,5.0,Good stand
1251,6,518,4.0,GREAT PEDAL FOR THE MONEY
1252,76,758,5.0,Perfect
1253,148,102,4.0,"Really Nice Picks, but..."
1254,42,772,5.0,one for every guitar!
1255,131,242,5.0,Best going
1256,41,589,5.0,Works wonders
1257,86,356,5.0,Excellent Mount
1258,147,518,5.0,You don't realize how much you need this pedal
1259,114,777,5.0,Fantastic little device
1260,35,677,5.0,Great Pedal
1261,24,694,3.0,meh.
1262,80,50,5.0,great strings at a great price
1263,141,775,4.0,Improvement over plastic pins for function..
1264,38,86,4.0,Pretty good
1265,66,537,4.0,Cleans well
1266,94,168,5.0,Holds the harp exactly where I need it
1267,83,366,5.0,Convenient!
1268,12,673,4.0,Like it
1269,32,347,5.0,What I needed
1270,31,466,5.0,Sunday nice
1271,142,527,5.0,A classic
1272,182,578,5.0,Great Product
1273,69,702,5.0,Really vintage style.
1274,112,88,4.0,happy...keep em in every case..
1275,94,537,5.0,Works well
1276,14,658,4.0,Good metal pedal but a bit muddy and sucks tone
1277,155,278,5.0,Very adjustable power supply
1278,181,581,5.0,Possibly the best instrument cable I own
1279,81,172,5.0,Great for the price!
1280,83,53,5.0,Sweet!
1281,64,160,5.0,An amazing price and value
1282,83,352,5.0,Great
1283,114,32,5.0,Great budget earpads
1284,73,788,2.0,Two Stars
1285,74,522,4.0,Great Little On-The-Go Tuner
1286,15,606,5.0,Excellent product.
1287,17,772,5.0,Work Great
1288,85,339,5.0,awesome pedal!!!
1289,17,287,3.0,Overpriced but it works
1290,107,547,5.0,good deal
1291,151,584,5.0,Everything you need
1292,152,391,5.0,seems great for both acoustic and electric
1293,33,376,4.0,Pleasant Surprise - Good Pedal
1294,148,673,4.0,Very Good All-Around Strings
1295,6,631,5.0,Way cool-
1296,57,753,5.0,Great Guitar Strings
1297,49,572,5.0,Great product.
1298,129,716,5.0,Great Little Stand
1299,35,159,3.0,Not too bad
1300,96,144,5.0,Smooth
1301,151,272,3.0,Not bad.
1302,84,735,5.0,amazing!!
1303,67,90,5.0,Something - I don't know what
1304,104,236,3.0,ok
1305,130,493,5.0,Simply.......Great !
1306,104,276,5.0,snappy
1307,41,542,4.0,Good strings
1308,125,580,5.0,A very handy device for anybody using multiple 9v stompboxes
1309,99,347,5.0,looks great works great
1310,158,341,5.0,Does what it's supposed to do
1311,79,597,5.0,Great pedal and great price
1312,164,522,5.0,"5 stars, but I still prefer my Fender tuner."
1313,88,326,5.0,Love Planet Waves stuff
